latitude,longitude,elevation_m,distance_to_river_m,landcover,soil_type,population_density_per_km2,built_up_percent,urban_rural,rainfall_7d_mm,monthly_rainfall_mm,drainage_index,ndvi,ndwi,historical_flood_count,infrastructure_score,flood_occurrence_current_event
6.66971,79.692675,22,2093.5,1,4,304,7.5,0,108.5,324.1,0.442,-0.222,-0.063,0,65,1
5.945636,80.908861,70,713.9,0,2,256,20.8,0,163.2,102.4,0.412,0.138,0.029,0,39,0
8.387496,79.973096,125,2044.7,5,1,1404,71.7,1,119.6,6.0,0.7,0.513,0.249,0,33,0
7.794709,80.372453,26,1132.6,5,0,10,14.8,1,18.4,192.1,0.605,0.087,-0.189,0,68,0
9.731023,81.382256,14,2019.2,0,3,504,31.8,0,98.0,212.4,0.682,0.127,0.145,0,76,0
7.339385,81.62629,68,8581.8,6,0,340,10.6,0,52.2,296.7,0.716,0.192,0.202,0,90,0
8.988798,81.833291,13,2098.8,5,0,791,38.7,1,251.8,26.2,0.437,-0.027,-0.268,0,32,0
8.662352,80.106454,75,1455.9,2,3,1194,5.0,1,2.5,215.4,0.655,0.192,0.053,0,43,0
6.883542,80.821313,122,1215.6,2,1,772,1.0,0,143.2,170.9,0.626,0.458,0.309,0,57,0
9.921323,79.763042,1414,1997.2,2,0,232,7.6,0,18.7,536.2,0.826,0.202,-0.396,0,43,0
9.044927,79.843039,49,2678.3,1,3,692,1.5,0,148.1,300.4,0.416,0.038,-0.277,0,5,1
8.861882,81.668883,85,1091.6,4,0,366,16.9,0,108.4,109.8,0.436,-0.188,-0.246,0,11,0
8.242131,80.061771,172,1305.1,4,2,1788,23.0,1,30.4,55.0,0.35,-0.334,-0.246,0,48,0
8.437495,79.891449,184,809.6,2,3,658,17.9,0,31.6,284.2,0.042,0.414,0.18,0,35,0
9.686267,80.0111,13,232.9,5,0,1490,60.0,1,185.4,277.5,0.267,0.131,0.202,0,8,1
7.192717,81.629197,123,4688.0,2,1,382,1.0,0,41.4,243.1,0.539,0.033,0.318,0,45,0
9.938557,81.574313,66,28.0,2,4,870,43.7,0,63.1,290.3,0.503,0.126,0.2,2,50,0
7.271204,80.424753,51,3410.7,5,0,247,21.3,1,63.3,11.2,0.319,0.334,0.042,0,69,0
7.75661,81.070308,60,6160.2,0,1,2191,9.3,1,116.3,27.2,0.868,0.048,0.089,0,28,0
6.671422,81.446915,20,269.1,2,2,121,41.5,0,70.0,473.7,0.855,0.363,-0.264,2,19,1
7.260788,79.843939,6,515.5,5,2,238,23.9,1,17.3,405.2,0.787,0.121,0.134,1,8,0
7.980556,81.290689,93,2207.4,2,0,533,22.8,0,4.0,104.7,0.631,0.413,0.237,0,14,0
8.164683,81.475757,257,2241.7,2,2,628,3.6,0,56.1,324.3,0.478,0.04,-0.024,0,60,0
6.596564,80.724195,101,3998.2,1,4,328,16.7,0,122.0,226.0,0.748,0.201,-0.023,0,32,0
6.040036,80.081228,17,2399.5,0,0,411,24.5,0,172.1,29.9,0.405,0.086,0.197,0,74,0
7.245044,80.221113,119,1224.9,4,2,155,29.9,0,127.7,79.3,0.81,0.116,-0.605,0,23,0
6.865504,80.163978,27,250.3,3,2,745,9.3,0,16.7,36.7,0.299,-0.052,-0.273,1,44,0
7.828037,81.791726,1011,3476.6,3,3,360,23.3,0,81.0,76.4,0.135,0.635,0.155,0,33,0
8.107106,80.779578,140,481.0,0,1,263,24.4,0,90.3,13.2,0.319,-0.463,0.164,1,19,0
6.349985,81.546308,51,2136.8,4,2,445,24.4,0,150.8,6.3,0.178,-0.213,0.308,0,21,0
6.29965,79.935312,784,2762.2,2,2,738,39.5,0,57.0,330.6,0.238,0.301,-0.028,0,73,0
6.154693,80.625464,886,1832.4,3,0,802,19.5,0,55.3,274.7,0.754,0.401,0.027,0,34,0
7.912397,80.400435,20,30.6,0,2,643,1.0,0,70.7,294.6,0.593,0.117,0.06,0,32,0
8.059319,80.578163,3,1229.7,2,3,380,47.2,0,131.6,98.4,0.484,0.057,-0.209,0,64,0
8.796437,81.412937,161,1010.9,5,0,408,27.3,1,92.0,224.6,0.631,0.196,0.416,0,76,0
6.481478,80.166522,4,127.7,0,4,10,17.9,0,75.6,260.1,0.588,0.175,-0.33,1,73,1
8.754169,79.938526,481,6481.3,4,1,599,16.8,0,45.0,120.6,0.736,0.396,0.173,0,30,0
6.530958,79.823535,30,2.7,3,3,498,18.0,0,19.9,26.7,0.809,0.187,0.061,0,84,0
7.512291,79.67599,25,4762.5,2,3,452,13.7,0,56.8,381.4,0.701,0.525,-0.071,0,23,1
6.979865,81.123416,104,2162.3,5,2,461,1.5,1,38.6,441.7,0.088,-0.102,-0.142,0,35,0
9.596241,79.792903,481,796.2,6,4,517,8.0,0,45.3,211.5,0.799,-0.275,0.61,0,48,0
8.329047,79.787537,49,837.6,0,2,654,7.9,0,44.2,235.7,0.586,0.199,0.434,0,77,0
6.783254,80.121516,50,254.8,4,2,248,1.0,0,21.9,342.3,0.412,-0.155,0.151,1,58,0
6.7048,80.575982,14,1796.1,4,0,685,17.9,0,77.5,78.0,0.48,0.265,-0.304,0,48,0
6.379946,81.475429,125,961.8,1,4,666,5.0,0,94.1,94.8,0.498,-0.048,0.198,0,35,0
7.129772,80.069648,93,5367.0,0,3,404,6.3,0,77.6,451.8,0.783,0.711,0.147,0,42,0
9.323038,81.039132,12,3228.7,6,4,177,24.6,0,20.0,204.3,0.723,0.194,0.173,0,37,0
6.523878,80.463626,37,2988.1,2,4,822,3.9,0,29.7,38.5,0.63,0.051,0.33,0,50,0
9.071695,81.533897,62,172.1,0,0,1335,25.2,1,35.1,155.4,0.487,-0.137,-0.216,0,6,0
8.550848,80.333339,7,133.1,0,4,584,31.2,0,137.9,304.0,0.224,0.025,0.283,0,39,0
6.920392,81.460156,1669,580.0,1,3,883,49.0,0,7.4,56.1,0.794,-0.214,-0.141,0,27,0
9.230017,79.869548,112,248.7,4,4,906,10.2,0,100.5,182.4,0.685,0.182,-0.144,1,49,0
8.772092,80.604543,48,3637.1,0,4,346,46.6,0,15.2,275.8,0.717,0.32,-0.2,0,60,0
8.390226,80.90105,26,119.5,6,4,913,22.7,0,129.4,77.6,0.642,0.102,0.163,1,38,0
8.089207,81.256143,89,2620.3,6,1,502,34.5,0,76.9,206.0,0.8,0.064,0.212,0,90,0
7.648655,80.363128,82,3085.0,5,1,945,47.9,1,44.8,98.3,0.194,0.209,-0.062,0,11,0
6.511234,80.12905,69,647.4,3,2,63,28.8,0,169.6,30.4,0.609,0.072,0.01,0,40,0
8.38597,80.169558,148,2980.2,3,1,10,18.3,0,1.2,492.6,0.337,0.648,-0.061,0,39,0
9.922432,80.249316,36,1405.1,2,0,160,1.0,0,124.4,381.6,0.313,0.297,0.027,0,47,0
7.684445,81.169485,141,6797.8,0,3,1463,48.3,1,34.9,99.8,0.595,0.288,0.004,0,56,0
9.270819,80.391791,441,371.3,2,3,888,11.2,0,163.0,539.1,0.588,0.387,-0.049,1,37,1
9.402198,81.157743,43,5146.1,6,3,1023,40.6,1,42.2,83.4,0.34,-0.119,0.403,0,40,0
7.314322,80.525829,449,3766.1,0,0,591,1.0,0,32.8,193.2,0.381,0.15,-0.064,0,28,0
8.140565,80.641804,664,1585.5,5,2,1461,35.0,1,2.7,191.0,0.675,0.225,-0.053,0,31,0
7.854138,80.285501,44,1068.0,5,0,1000,22.3,1,78.4,464.8,0.55,0.04,-0.028,0,74,1
6.175783,80.520339,40,106.0,2,4,1985,44.1,1,105.5,321.3,0.251,0.745,0.117,0,30,1
6.43789,80.16883,13,2967.6,2,4,228,53.2,0,106.3,98.4,0.69,0.283,0.154,0,40,0
7.894884,81.023996,458,720.7,2,3,301,8.1,0,145.3,234.7,0.789,0.062,0.183,0,24,0
9.749308,81.134412,162,3125.3,5,3,1324,54.1,1,146.2,56.8,0.518,0.21,-0.05,0,77,0
7.058285,81.685947,95,593.8,0,3,592,22.9,0,187.3,135.8,0.272,0.341,0.089,0,31,0
9.498987,80.205694,81,4632.0,5,0,10,13.6,1,131.1,355.8,0.386,0.293,0.168,0,10,1
9.949253,80.976455,30,405.0,0,1,667,2.4,0,53.3,245.0,0.374,0.013,-0.082,1,31,0
6.133434,79.98684,37,1260.5,0,0,456,42.2,0,59.6,23.7,0.264,0.439,0.006,1,71,0
5.948126,81.1987,135,438.2,4,3,408,34.8,0,164.6,68.5,0.594,-0.038,0.152,2,28,0
9.929913,80.379355,157,843.3,3,0,175,21.4,0,56.8,109.1,0.861,0.227,-0.255,0,10,0
9.305244,81.25313,46,6683.3,5,1,707,25.8,1,162.2,451.2,0.249,0.298,-0.197,0,68,0
7.257982,81.556527,17,2146.1,0,3,1946,60.1,1,20.7,180.4,0.775,0.118,0.081,0,12,0
6.533437,79.861582,94,688.5,0,3,180,1.6,0,59.6,353.8,0.445,0.121,0.269,0,60,0
6.202518,80.513193,638,847.0,0,1,497,59.1,0,12.6,112.0,0.366,0.095,-0.362,1,83,0
8.276318,80.384163,135,3016.9,4,0,192,26.6,0,56.2,301.9,0.021,0.116,-0.238,0,67,0
8.654106,80.566163,943,3336.8,6,2,372,1.4,0,27.6,217.9,0.717,0.238,0.441,2,10,0
9.887683,81.59441,41,1760.9,2,3,10,21.6,0,130.7,203.6,0.74,0.161,-0.32,0,25,0
9.643772,81.242395,39,2002.7,5,1,231,1.0,1,24.6,323.0,0.122,-0.16,0.073,0,41,0
7.674315,79.830502,756,1927.6,6,4,2009,30.5,1,58.0,311.8,0.734,-0.07,0.184,1,41,0
7.499098,80.281439,113,958.5,0,3,157,26.3,0,5.3,213.6,0.28,0.227,0.14,0,69,0
9.556622,81.503224,28,2166.7,2,0,829,17.1,0,56.9,98.4,0.362,0.799,0.037,0,56,0
6.089217,80.796388,1598,954.6,4,3,513,17.2,0,66.4,138.3,0.421,-0.011,0.012,0,90,0
9.082982,79.899054,13,2726.4,2,4,312,31.8,0,72.3,342.6,0.703,0.913,-0.011,0,51,0
5.95862,80.550489,195,2008.8,4,2,2819,26.3,1,108.4,137.5,0.315,0.717,0.146,0,71,0
8.023444,81.092354,69,1379.0,5,3,108,36.4,1,93.9,189.1,0.175,-0.09,0.007,0,50,0
9.354056,80.466446,5,598.5,0,1,217,28.8,0,23.1,22.9,0.474,0.209,0.406,3,43,0
6.26314,81.469471,97,854.6,2,1,447,40.2,0,119.3,424.9,0.487,0.759,0.097,0,51,0
6.551149,80.033232,72,745.9,4,2,359,23.9,0,86.3,395.2,0.6,-0.187,-0.245,0,48,0
7.009446,80.721365,8,7615.3,6,2,52,38.1,0,36.9,29.0,0.296,0.195,-0.4,2,72,0
9.514736,81.878291,121,6667.8,0,2,637,1.0,0,66.9,260.6,0.694,0.291,-0.536,0,78,0
9.127246,80.078577,101,1396.1,0,0,500,1.0,0,114.7,430.6,0.508,0.036,0.367,0,31,0
8.436035,80.206106,75,2114.1,2,3,505,23.7,0,79.6,153.1,0.154,0.819,-0.232,0,46,0
6.863384,80.960751,75,754.6,0,0,984,11.0,0,54.8,114.7,0.417,0.395,0.027,1,11,0
9.265182,79.956848,110,5233.2,6,0,782,37.7,0,98.5,275.1,0.55,0.024,0.337,0,75,0
6.966127,81.833495,122,960.6,3,0,460,3.4,0,48.0,205.4,0.309,0.604,-0.109,0,62,0
6.477421,81.187744,20,2271.9,4,1,168,1.0,0,60.2,216.1,0.338,0.288,0.017,0,68,0
9.868083,79.88711,16,4.1,4,0,1415,33.0,1,48.7,612.1,0.466,0.015,-0.327,0,63,0
9.372685,80.163548,106,1203.0,2,3,10,34.3,0,46.3,79.2,0.743,0.447,-0.384,0,5,0
9.045917,81.765795,81,591.8,0,0,10,48.4,0,61.5,123.1,0.278,0.215,-0.77,0,77,0
7.125073,80.968489,1070,1083.5,0,1,2496,47.8,1,88.4,320.4,0.831,0.006,0.358,0,58,0
9.042567,80.823919,79,1011.0,0,3,39,1.0,0,66.9,516.0,0.761,0.445,0.035,0,44,0
8.814256,80.180759,132,6975.8,6,1,862,23.7,0,100.2,85.0,0.81,0.004,0.439,0,42,0
8.655089,81.475411,56,2342.1,4,3,628,11.8,0,112.5,247.2,0.726,0.367,0.138,0,56,0
7.259015,80.861277,45,433.2,3,2,1412,32.2,1,172.5,87.0,0.822,-0.13,-0.174,3,52,0
9.133183,80.264425,1291,2258.2,3,0,654,42.0,0,18.7,172.7,0.551,0.446,0.073,0,38,0
8.297303,80.059732,793,4664.4,0,4,433,32.5,0,48.9,290.0,0.4,0.057,-0.247,0,57,0
8.295617,81.157019,91,3723.1,4,1,860,1.0,0,138.1,172.4,0.277,-0.21,-0.089,0,41,0
6.370972,80.108039,29,62.6,1,4,319,47.3,0,84.8,97.4,0.344,0.362,-0.057,1,42,0
7.64397,80.81662,82,4322.0,5,2,1793,50.1,1,79.1,186.1,0.606,-0.007,0.081,0,52,0
8.42043,80.735199,99,5840.3,4,3,611,58.2,0,25.5,55.5,0.515,0.224,-0.022,0,33,0
7.952462,80.069508,82,968.8,0,2,1670,22.9,1,15.8,32.3,0.072,0.063,-0.234,0,53,0
6.873901,80.141473,115,2515.0,0,2,10,34.5,0,71.1,165.9,0.05,0.408,-0.161,0,82,0
9.160845,81.474915,77,3885.1,5,3,500,8.5,1,33.0,168.8,0.701,0.365,-0.044,0,62,0
6.003488,81.831771,13,774.5,2,4,251,1.0,0,128.3,263.2,0.76,0.047,-0.286,0,50,0
9.123518,81.688226,68,892.8,5,4,969,18.4,1,60.2,235.1,0.537,-0.191,-0.444,0,83,0
7.582338,81.446806,47,3386.8,5,0,2030,29.6,1,15.4,188.1,0.482,0.312,-0.086,0,49,0
9.88832,80.170294,49,6049.8,6,2,75,1.0,0,32.6,208.3,0.842,0.082,-0.043,0,63,0
9.60527,80.957772,42,182.1,1,2,268,9.7,0,36.1,288.8,0.783,0.323,0.201,0,24,0
9.777382,79.85139,1,7697.0,0,2,10,30.9,0,154.4,70.0,0.43,-0.058,0.018,1,13,0
9.31849,81.762771,50,650.5,5,4,361,13.1,1,38.8,375.8,0.348,0.486,-0.324,0,59,0
9.488288,81.382961,157,1837.5,0,0,435,35.0,0,141.3,144.7,0.259,0.04,-0.304,0,9,0
8.274611,80.735557,1224,78.7,4,2,392,5.2,0,129.8,114.8,0.193,-0.236,-0.052,0,19,0
9.574738,80.983895,1404,2773.0,6,0,1881,89.0,1,69.7,308.9,0.187,0.403,0.514,0,54,0
9.489734,79.770829,86,399.4,4,4,822,34.6,0,142.7,137.0,0.265,0.406,0.352,1,45,0
6.046951,80.468714,11,1976.0,0,0,962,23.6,0,162.1,137.2,0.402,-0.022,-0.073,0,29,0
7.383908,79.778994,31,3684.9,6,1,1236,58.6,1,74.7,10.8,0.517,-0.029,0.403,2,49,0
6.151403,80.741564,58,1403.4,3,0,534,20.1,0,44.4,479.2,0.367,0.087,-0.067,0,26,1
7.673103,80.921404,76,123.3,6,4,449,27.6,0,29.4,276.8,0.765,-0.132,0.135,0,57,0
6.741223,80.048176,70,4945.9,6,0,154,4.4,0,229.2,192.4,0.432,-0.037,-0.238,0,83,0
9.706728,81.330028,110,1895.8,5,2,1128,25.8,1,76.7,308.8,0.506,0.124,0.24,0,52,0
5.908205,81.261226,48,1886.9,0,4,760,14.0,0,161.5,170.5,0.045,-0.258,0.016,0,37,0
7.917804,81.169509,1377,274.4,0,3,887,1.0,0,77.1,120.0,0.48,0.441,0.46,1,85,0
9.575504,80.700028,70,3428.9,3,1,339,28.0,0,6.9,342.0,0.721,0.329,0.176,0,50,0
8.892052,79.811506,38,2131.0,5,4,427,34.4,1,58.1,21.8,0.572,0.167,-0.352,0,51,0
9.810457,81.769424,732,222.2,4,0,1333,30.6,1,26.5,298.5,0.777,0.094,-0.19,0,37,0
9.395855,80.1009,10,1728.6,0,0,299,18.4,0,42.6,199.0,0.173,-0.338,-0.24,0,50,0
8.857836,80.975997,103,4596.5,4,4,153,43.8,0,180.9,72.3,0.795,-0.259,-0.226,0,42,0
9.301598,80.806866,50,220.1,5,4,796,70.1,1,145.1,275.0,0.395,0.198,-0.254,0,82,0
8.541197,81.478743,810,3849.8,6,1,548,27.7,0,173.1,58.2,0.927,-0.004,0.053,0,42,0
9.397718,80.827021,19,2717.8,2,2,621,1.0,0,42.3,308.8,0.672,0.247,-0.171,0,49,0
9.939084,79.69641,108,240.6,0,2,656,9.6,0,80.1,178.1,0.779,-0.149,-0.116,0,31,0
6.727809,79.883091,88,13576.1,6,4,514,1.0,0,92.1,276.8,0.768,0.213,0.724,1,39,0
8.605169,80.111426,0,2337.6,5,3,315,1.3,1,4.1,414.7,0.254,0.103,0.017,1,90,0
9.671185,80.170045,16,5858.0,0,2,20,14.7,0,71.3,147.6,0.709,0.113,0.103,0,42,0
7.715037,81.178921,149,5651.4,5,3,82,47.0,1,53.5,190.5,0.911,0.365,-0.164,0,40,0
9.896819,79.991571,35,1354.2,6,2,845,50.3,0,12.2,167.2,0.313,0.049,0.441,1,58,0
7.070977,81.44232,4,1351.1,5,3,145,17.5,1,136.8,75.5,0.679,-0.127,0.278,0,40,0
9.939654,80.981299,62,3343.7,6,1,659,39.4,0,80.9,358.7,0.717,0.411,0.421,1,78,0
9.461657,81.147695,88,3121.5,4,2,445,60.4,0,83.1,394.3,0.26,0.275,-0.043,1,32,1
6.928658,79.892627,658,7587.8,0,0,735,18.8,0,217.3,88.4,0.224,-0.197,-0.038,0,49,0
6.006656,80.426592,22,239.4,0,1,533,8.2,0,35.7,30.3,0.793,0.191,0.065,1,61,0
8.221794,79.747615,64,2382.9,2,3,334,27.7,0,184.0,413.7,0.473,0.153,-0.208,0,60,0
6.981072,81.288319,30,1772.4,5,2,183,9.9,1,67.3,327.4,0.908,0.506,-0.379,0,33,0
6.053999,80.57094,99,576.0,5,0,1135,32.3,1,55.2,20.9,0.702,-0.116,-0.202,0,45,0
9.741123,80.267577,61,2379.7,3,1,391,68.9,0,7.1,171.3,0.429,0.723,-0.471,0,56,0
8.56978,80.316631,59,1879.3,2,3,435,12.4,0,44.2,12.5,0.695,0.283,-0.013,0,50,0
9.434467,80.239481,20,2723.0,6,2,42,28.0,0,134.9,46.1,0.78,0.058,0.116,1,5,0
8.705803,80.086505,142,51.3,3,3,234,25.3,0,158.0,154.8,0.597,0.368,-0.37,0,43,0
8.893112,80.448867,6,507.6,4,1,434,20.5,0,41.0,338.3,0.234,0.181,-0.203,0,25,0
9.853181,81.885592,18,1282.6,5,3,1595,47.4,1,24.8,355.1,0.203,0.543,0.099,0,49,0
9.620247,80.697777,1260,1784.4,3,0,458,54.7,0,139.6,327.3,0.864,0.343,-0.024,0,31,0
9.929261,81.349482,66,1515.4,1,0,1442,54.4,1,95.3,48.1,0.482,0.038,0.101,0,33,0
6.271511,81.181871,1,2104.3,5,3,808,38.4,1,180.3,353.9,0.602,-0.154,0.144,0,25,1
9.00257,79.98771,68,961.5,2,3,467,42.9,0,30.8,191.3,0.326,0.664,-0.2,0,23,0
8.359157,81.062688,1572,2356.4,6,0,10,33.6,0,95.4,233.2,0.632,0.258,0.189,0,63,0
6.914884,80.540218,79,733.1,3,0,78,46.9,0,175.9,325.9,0.299,0.466,-0.049,0,29,0
8.387668,81.594389,32,178.7,1,2,958,3.1,0,12.1,232.5,0.411,0.385,-0.216,2,9,0
8.389366,81.563205,3,1943.7,0,2,595,20.4,0,101.0,134.6,0.662,-0.175,-0.504,1,62,0
8.261666,81.566328,16,39.7,5,2,314,56.8,1,243.6,198.5,0.555,0.212,-0.168,0,55,0
7.31883,81.449308,42,1142.7,5,2,2347,40.1,1,91.8,239.0,0.819,0.328,0.321,0,46,0
8.85466,79.909069,97,1627.1,0,1,662,19.2,0,114.1,117.5,0.228,0.075,0.043,0,32,0
7.42729,81.898316,9,389.9,4,3,1180,55.2,1,95.6,395.0,0.449,0.321,0.141,1,39,1
9.687489,80.807852,17,3544.5,2,2,1389,63.7,1,53.9,364.3,0.541,0.568,-0.738,0,59,0
8.374888,80.745594,13,1920.0,0,0,960,1.0,0,64.7,99.5,0.631,0.142,0.173,0,55,0
9.639902,79.931645,85,1243.5,0,0,1156,44.9,1,35.0,413.5,0.223,-0.07,-0.018,0,64,0
9.063523,81.6747,127,909.9,0,0,88,61.7,0,23.3,343.8,0.76,0.381,0.32,0,48,0
6.300435,81.775819,115,227.3,3,0,1088,16.2,1,25.5,316.9,0.726,0.32,0.121,0,19,0
9.892791,81.873386,13,441.6,2,0,237,45.7,0,64.2,277.6,0.656,-0.059,-0.428,1,54,0
6.682871,81.220403,74,1349.2,4,2,1495,47.5,1,46.3,138.0,0.309,0.33,-0.007,0,53,0
8.173989,81.034891,1,4278.3,4,2,424,14.5,0,164.6,249.7,0.506,-0.11,-0.062,0,73,0
9.614219,80.298421,62,2196.0,2,3,103,27.3,0,87.6,217.2,0.364,0.189,-0.256,0,50,0
9.86188,81.377778,59,5029.6,0,4,571,1.4,0,76.3,474.2,0.296,-0.117,0.245,0,51,0
6.448099,79.946918,88,4302.6,3,1,1096,7.0,1,112.0,202.1,0.079,0.312,0.052,0,37,0
7.369925,81.069622,121,9254.5,2,2,1353,41.8,1,27.8,138.2,0.859,0.331,-0.204,0,71,0
7.903802,81.006859,4,808.6,1,4,1504,57.5,1,12.0,38.9,0.53,-0.076,-0.003,0,66,0
7.301592,80.447449,55,4659.6,3,3,502,19.7,0,10.9,19.1,0.676,0.593,-0.215,0,21,0
9.483884,79.653113,17,2158.4,0,3,717,84.2,0,97.0,294.3,0.165,0.207,-0.281,0,39,1
6.408088,80.679523,104,286.3,0,3,226,23.0,0,194.0,205.3,0.158,0.077,-0.113,0,79,1
9.281973,80.799521,93,959.2,2,4,465,30.2,0,94.7,40.9,0.575,0.358,0.273,0,35,0
8.159299,81.247592,115,1483.3,3,4,249,26.9,0,64.1,42.4,0.151,0.1,0.269,0,22,0
9.603884,80.363468,48,171.6,2,1,251,39.7,0,63.7,179.6,0.79,0.173,-0.285,1,37,0
6.012137,80.236148,41,1315.2,2,3,410,15.8,0,22.9,336.2,0.285,0.151,-0.282,0,57,0
6.901572,80.177581,28,3745.9,2,4,588,23.2,0,44.4,10.3,0.822,0.236,0.183,0,35,0
9.781357,80.288838,119,944.2,6,3,1280,34.8,1,63.3,209.4,0.466,-0.083,0.511,0,38,0
9.126926,80.894907,64,201.2,4,0,598,37.1,0,58.1,98.4,0.434,0.173,-0.091,2,81,0
7.81861,80.464424,78,197.6,2,4,2100,73.4,1,63.9,263.1,0.388,0.25,-0.18,0,36,0
7.468304,81.875475,11,756.8,4,1,10,19.5,0,74.3,447.6,0.279,0.401,-0.164,0,49,1
8.933468,79.756499,27,3817.3,2,1,10,11.7,0,26.8,151.2,0.341,0.518,-0.171,0,54,0
9.285181,81.23539,18,2507.2,5,0,306,41.1,1,16.9,190.7,0.653,-0.294,0.03,0,49,0
8.618846,79.959093,18,2785.8,4,0,344,27.3,0,23.3,99.5,0.787,0.536,0.336,0,60,0
6.495219,81.732828,41,1179.6,0,1,473,1.0,0,63.7,289.0,0.366,0.263,-0.254,0,29,0
7.203802,79.906608,75,743.9,0,0,471,26.4,0,204.7,73.4,0.61,0.062,-0.231,0,53,0
6.47838,80.175284,11,4286.2,0,4,372,1.0,0,89.5,257.4,0.42,0.289,-0.004,0,31,0
6.480541,80.607879,39,125.4,0,0,120,27.2,0,123.3,174.3,0.897,0.025,-0.103,0,50,0
7.162238,80.58117,38,1477.8,1,4,983,22.1,0,30.3,220.3,0.922,0.285,0.09,0,49,0
8.706873,79.974134,129,3825.0,2,2,441,5.5,0,99.0,401.1,0.788,-0.13,0.103,0,40,0
8.875858,79.918869,20,2930.2,0,2,518,50.1,0,36.9,219.7,0.414,0.283,0.223,0,62,0
7.024971,81.795096,143,1565.6,2,0,839,14.4,0,109.9,349.3,0.279,0.127,0.257,0,13,1
9.102522,81.770295,98,1010.6,1,1,82,21.5,0,67.2,589.9,0.635,0.078,0.433,0,26,0
9.251408,81.637659,113,6459.7,3,0,493,33.1,0,92.4,139.6,0.741,0.562,0.165,0,75,0
6.535024,81.510755,1304,2197.5,3,3,481,11.5,0,19.4,147.1,0.711,0.025,-0.206,0,20,0
6.966048,80.248301,153,1805.9,0,1,726,29.0,0,189.1,10.1,0.658,0.53,0.222,0,32,0
7.410705,81.435149,137,224.5,2,4,47,6.0,0,52.0,279.1,0.785,0.621,-0.039,0,72,0
8.477571,81.376207,116,3277.4,0,1,407,20.4,0,48.3,154.2,0.664,0.227,0.13,0,44,0
8.114843,81.86889,55,598.5,5,0,426,25.8,1,82.3,117.6,0.695,-0.109,-0.016,1,94,0
8.384331,80.978046,24,1843.8,0,1,679,22.3,0,145.8,298.2,0.69,0.593,-0.331,0,43,0
6.523303,80.87945,137,4065.7,2,0,798,31.1,0,147.0,90.3,0.952,0.435,-0.28,0,59,0
6.200912,79.699023,46,2529.5,6,3,606,1.0,0,45.3,81.4,0.626,0.373,0.461,1,44,0
8.512479,81.369521,69,293.8,5,0,1544,50.5,1,49.1,86.6,0.719,-0.135,-0.031,0,68,0
6.429417,81.233625,1014,1455.4,3,3,319,1.0,0,64.3,217.3,0.869,-0.044,-0.181,0,46,0
9.280167,81.726867,91,2870.4,3,1,754,6.7,0,210.6,40.6,0.309,0.383,0.233,0,6,0
7.301706,79.672724,2,2565.8,6,4,481,5.5,0,92.4,112.5,0.808,0.381,0.421,1,30,0
9.473868,79.782801,31,215.3,0,2,577,1.0,0,118.0,75.6,0.892,-0.241,0.422,1,29,0
6.335101,80.594398,119,8650.1,2,4,188,12.8,0,65.5,221.7,0.654,0.829,0.119,0,43,0
6.320578,81.317525,28,3793.8,0,4,1408,64.3,1,16.3,258.5,0.22,0.056,-0.149,0,74,0
6.582139,80.609922,15,603.5,4,3,671,19.0,0,27.6,112.7,0.602,-0.115,-0.15,0,22,0
9.095701,81.89119,175,6300.1,2,2,291,1.0,0,14.9,0.3,0.605,0.496,-0.083,0,24,0
7.206579,80.862593,163,111.5,0,1,604,46.2,0,31.5,179.2,0.603,-0.111,-0.04,0,38,0
9.569743,79.819467,8,5336.0,2,4,1085,44.1,1,125.2,244.9,0.338,0.6,0.17,1,5,1
9.431473,79.710572,1089,2685.4,0,1,1587,22.5,1,80.5,220.0,0.699,0.744,-0.011,0,67,0
7.105178,81.75897,124,201.5,0,0,738,22.2,0,196.9,373.8,0.21,-0.399,0.038,0,33,1
6.989331,81.732625,79,2018.4,1,2,739,28.3,0,3.2,302.8,0.337,-0.249,-0.04,0,63,0
8.200999,80.579083,53,2247.6,0,0,320,54.1,0,5.4,176.5,0.477,0.024,0.059,0,74,0
5.901107,80.529582,79,3301.2,5,0,958,57.8,1,92.4,11.8,0.567,-0.056,0.382,0,52,0
6.107485,80.707218,5,1337.9,1,3,694,23.5,0,17.4,497.1,0.48,0.588,-0.048,1,28,0
6.531628,81.297177,96,146.9,4,4,420,18.0,0,206.9,106.6,0.182,0.187,0.514,1,72,0
7.594681,81.644888,1044,2306.0,4,4,389,34.6,0,160.3,208.7,0.352,0.304,0.077,0,12,0
9.540546,80.427798,644,1866.2,6,3,379,5.8,0,110.8,229.4,0.708,-0.139,0.596,0,49,0
8.504125,79.790002,38,349.5,0,0,151,10.7,0,91.0,103.1,0.569,0.503,-0.221,0,49,0
7.277429,81.200604,1498,997.0,0,1,534,32.5,0,36.9,102.4,0.209,0.444,-0.365,0,40,0
8.547961,81.873303,368,1151.7,3,3,10,15.3,0,2.7,62.4,0.299,0.496,0.119,0,36,0
7.492995,81.308938,42,1341.6,0,3,1300,80.9,1,96.7,192.3,0.573,0.286,0.103,0,62,0
6.852356,80.732342,28,2173.3,0,1,40,36.7,0,25.8,143.3,0.251,0.262,-0.144,0,24,0
7.999242,80.793093,22,3450.2,2,0,512,17.0,0,50.6,111.8,0.919,0.34,-0.183,0,64,0
